symbol,name,plot_path,best_r2,spread_r2
300760,迈瑞医疗,thesis_25stocks_direct_multi_final\full25_ablation_top_models\selected_stock_plots\300760_迈瑞医疗_3model_compare.png,0.8834750652313232,0.10189855098724365
000338,潍柴动力,thesis_25stocks_direct_multi_final\full25_ablation_top_models\selected_stock_plots\000338_潍柴动力_3model_compare.png,0.9129259586334229,0.06384491920471191
002415,海康威视,thesis_25stocks_direct_multi_final\full25_ablation_top_models\selected_stock_plots\002415_海康威视_3model_compare.png,0.8897026181221008,0.07723897695541382
